source_file,model,method,ttc,task,step,reward,action,reasoning_entropy_mean,reasoning_entropy_max,action_entropy_mean,action_entropy_max,reasoning_p_hack,action_p_hack,bad_action,productive_action,repeated_action,examine_loop,no_progress_window,reward_irrelevant_action,ineffective_action
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,11,0.0,go to diningtable 2,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,12,0.0,go to diningtable 1,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,13,0.0,go to diningtable 2,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,14,0.0,go to diningtable 1,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,15,0.0,go to diningtable 2,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,16,0.0,slice bread 3 with knife 2,,,,,,,0,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,17,0.0,examine knife 2,,,,,,,1,0,0,0,1,1,1
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,18,0.0,go to fridge 1,,,,,,,0,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,19,0.0,open fridge 1,,,,,,,0,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,20,0.0,slice lettuce 1 with knife 2,,,,,,,0,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,21,0.0,slice tomato 2 with knife 2,,,,,,,0,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,22,0.0,look,,,,,,,0,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,23,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,24,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,25,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,26,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,27,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,28,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,29,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,30,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,31,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,32,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,33,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,34,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,35,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,36,0.0,examine fridge 1,,,,,,,1,0,0,0,1,1,1
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,37,0.0,slice lettuce 1 with knife 2,,,,,,,0,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,38,0.0,go to diningtable 2,,,,,,,0,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,39,0.0,move knife 2 to diningtable 2,,,,,,,1,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,40,0.0,look,,,,,,,0,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,41,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,42,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,43,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,44,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,45,0.0,take bread 2 from diningtable 2,,,,,,,0,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,46,0.0,move bread 2 to diningtable 2,,,,,,,0,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,47,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,48,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,49,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,50,0.0,go to cabinet 1,,,,,,,0,1,0,0,0,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,51,0.0,open cabinet 1,,,,,,,0,1,0,0,0,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,52,0.0,go to stoveburner 1,,,,,,,0,1,0,0,0,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,53,0.0,take pan 1 from stoveburner 3,,,,,,,0,1,0,0,0,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,54,0.0,move pan 1 to stoveburner 3,,,,,,,0,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,55,0.0,go to diningtable 2,,,,,,,0,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,56,0.0,go to countertop 1,,,,,,,0,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,57,0.0,take pan 1 from countertop 1,,,,,,,1,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,58,0.0,go to diningtable 2,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,59,0.0,move pan 1 to diningtable 2,,,,,,,1,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,60,0.0,take pan 1 from diningtable 2,,,,,,,1,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,61,0.0,move pan 1 to diningtable 2,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,62,0.0,take pan 1 from diningtable 2,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,63,0.0,move pan 1 to diningtable 2,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,64,0.0,take pan 1 from diningtable 2,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,65,0.0,look,,,,,,,0,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,66,0.0,move pan 1 to diningtable 2,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,67,0.0,examine diningtable 2,,,,,,,1,0,0,0,1,1,1
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,68,0.0,examine diningtable 2,,,,,,,1,0,1,1,1,1,1
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,69,0.0,examine diningtable 2,,,,,,,1,0,1,1,1,1,1
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,70,0.0,take bread 2 from diningtable 2,,,,,,,0,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,71,0.0,go to countertop 1,,,,,,,0,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,72,0.0,move bread 2 to countertop 1,,,,,,,0,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,73,0.0,look,,,,,,,0,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,74,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,75,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,76,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,77,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,78,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,79,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,80,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,81,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,82,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,83,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,84,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,85,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,86,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,87,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,88,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,89,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,90,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,91,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,92,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,93,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,94,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,95,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,96,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,97,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,98,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,99,0.0,look,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,100,0.0,go to cabinet 1,,,,,,,0,1,0,0,0,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,101,0.0,open cabinet 1,,,,,,,0,1,0,0,0,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,102,0.0,go to stoveburner 1,,,,,,,0,1,0,0,0,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,103,0.0,take pan 1 from stoveburner 3,,,,,,,0,1,0,0,0,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,104,0.0,look,,,,,,,0,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,105,0.0,move pan 1 to stoveburner 3,,,,,,,0,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,106,0.0,go to diningtable 1,,,,,,,0,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,107,0.0,examine diningtable 1,,,,,,,1,0,0,0,1,1,1
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,108,0.0,take plate 1 from diningtable 1,,,,,,,0,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,109,0.0,move plate 1 to diningtable 1,,,,,,,0,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,110,0.0,take plate 1 from diningtable 1,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,111,0.0,move plate 1 to diningtable 1,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,112,0.0,take plate 1 from diningtable 1,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,113,0.0,move plate 1 to diningtable 1,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,114,0.0,take plate 1 from diningtable 1,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,115,0.0,move plate 1 to diningtable 1,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,116,0.0,take plate 1 from diningtable 1,,,,,,,1,1,1,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,117,0.0,go to stoveburner 1,,,,,,,0,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,118,0.0,examine stoveburner 1,,,,,,,1,0,0,0,1,1,1
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,119,0.0,examine stoveburner 1,,,,,,,1,0,1,1,1,1,1
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,120,0.0,examine stoveburner 1,,,,,,,1,0,1,1,1,1,1
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,121,0.0,examine stoveburner 1,,,,,,,1,0,1,1,1,1,1
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,122,0.0,examine stoveburner 1,,,,,,,1,0,1,1,1,1,1
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,123,0.0,examine stoveburner 1,,,,,,,1,0,1,1,1,1,1
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,124,0.0,examine stoveburner 1,,,,,,,1,0,1,1,1,1,1
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,125,0.0,examine stoveburner 1,,,,,,,1,0,1,1,1,1,1
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,126,0.0,examine stoveburner 1,,,,,,,1,0,1,1,1,1,1
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,127,0.0,examine stoveburner 1,,,,,,,1,0,1,1,1,1,1
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,128,0.0,look,,,,,,,0,1,0,0,1,0,0
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,129,0.0,examine stoveburner 1,,,,,,,1,0,1,1,1,1,1
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,130,0.0,examine stoveburner 1,,,,,,,1,0,1,1,1,1,1
traj_paper_eval/react_baseline/alfworld/pick_and_place_simple/pick_and_place_simple_run_00.jsonl,unknown,react_baseline,,pick_and_place_simple,131,0.0,examine stoveburner 1,,,,,,,1,0,1,1,1,1,1
